,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_Group,Income_Per_Age,Income_Level,Work_Ratio,Loyalty_Ratio,OverTime_Binary
1131,34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,14,3,2,80,1,8,3,2,8,2,7,7,Mid,144.65714285714284,High,0.22857142857142856,0.8888888888888888,0
1132,40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,15,3,3,80,1,5,2,3,5,4,1,2,Mid,113.14634146341463,Medium,0.12195121951219512,0.8333333333333334,0
1133,43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,12,3,3,80,1,8,0,3,6,4,0,2,Senior,110.81818181818181,Medium,0.18181818181818182,0.6666666666666666,0
1134,35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,18,3,4,80,1,1,5,2,1,0,0,1,Mid,74.72222222222223,Low,0.027777777777777776,0.5,0
1135,46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,17567,3156,1,Y,15,3,2,80,0,27,5,1,26,0,0,12,Senior,373.7659574468085,Very_High,0.574468085106383,0.9285714285714286,0
1136,28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,17,3,3,80,3,1,3,3,1,1,0,0,Young,83.03448275862068,Low,0.034482758620689655,0.5,1
1137,22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,14,3,2,80,0,4,2,2,4,2,1,3,Young,122.34782608695652,Low,0.17391304347826086,0.8,1
1138,50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,15,3,3,80,1,32,3,3,30,8,12,13,Senior,220.49019607843138,Very_High,0.6274509803921569,0.9090909090909091,1
1139,32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,17,3,4,80,2,6,3,3,3,2,0,2,Mid,100.36363636363636,Medium,0.18181818181818182,0.42857142857142855,0
1140,44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,14,3,4,80,1,23,4,2,22,7,1,10,Senior,423.31111111111113,Very_High,0.5111111111111111,0.9166666666666666,1
1141,30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,Y,12,3,2,80,1,6,3,2,6,4,1,1,Young,69.06451612903226,Low,0.1935483870967742,0.8571428571428571,0
1142,45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,14,3,1,80,0,10,3,3,10,7,1,4,Senior,125.41304347826087,High,0.21739130434782608,0.9090909090909091,1
1143,45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,15,3,1,80,1,10,2,3,10,7,4,5,Senior,95.32608695652173,Medium,0.21739130434782608,0.9090909090909091,0
1144,31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,13,3,4,80,0,10,3,3,5,2,0,3,Mid,166.625,High,0.3125,0.45454545454545453,0
1145,36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,12,3,2,80,2,7,2,3,3,2,1,1,Mid,126.02702702702703,Medium,0.1891891891891892,0.375,1
1146,34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,13,3,1,80,1,9,3,3,9,7,7,2,Mid,134.97142857142856,Medium,0.2571428571428571,0.9,0
1147,49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,Y,14,3,4,80,1,10,3,2,9,6,1,4,Senior,64.22,Medium,0.2,0.8181818181818182,0
1148,39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,13,3,4,80,3,10,3,3,7,7,7,7,Mid,134.425,High,0.25,0.6363636363636364,0
1149,27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,Y,11,3,1,80,2,7,3,3,7,7,0,7,Young,145.21428571428572,Medium,0.25,0.875,0
1150,35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,11,3,4,80,0,16,2,3,16,15,1,10,Mid,144.66666666666666,High,0.4444444444444444,0.9411764705882353,0
1151,28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,21,4,2,80,1,6,5,2,5,3,0,0,Young,168.17241379310346,Medium,0.20689655172413793,0.7142857142857143,0
1152,21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,18,3,3,80,0,3,2,3,2,2,2,2,Young,141.6818181818182,Medium,0.13636363636363635,0.5,0
1153,18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,12,3,3,80,0,0,2,4,0,0,0,0,,82.57894736842105,Low,0.0,0.0,1
1154,47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,19658,5220,3,Y,11,3,3,80,1,27,2,3,5,2,1,0,Senior,409.5416666666667,Very_High,0.5625,0.17857142857142858,0
1155,39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,15,3,4,80,1,11,3,3,10,8,0,7,Mid,76.725,Medium,0.275,0.8333333333333334,0
1156,40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,13,3,4,80,2,18,2,3,18,15,14,12,Mid,254.5121951219512,Very_High,0.43902439024390244,0.9473684210526315,0
1157,35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,12,3,4,80,1,15,5,3,14,11,2,9,Mid,115.22222222222223,Medium,0.4166666666666667,0.875,0
1158,37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,17,3,1,80,3,9,2,2,4,3,0,2,Mid,151.78947368421052,High,0.23684210526315788,0.4,0
1159,39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,13,3,4,80,0,10,2,1,9,2,3,8,Mid,126.05,High,0.25,0.8181818181818182,0
1160,45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,19,3,1,80,2,10,3,3,10,7,3,9,Senior,125.43478260869566,High,0.21739130434782608,0.9090909090909091,0
1161,38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,19,3,4,80,1,10,6,4,5,4,0,2,Mid,198.87179487179486,High,0.2564102564102564,0.45454545454545453,1
1162,35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,17,3,3,80,0,15,3,3,13,12,6,0,Mid,286.27777777777777,Very_High,0.4166666666666667,0.8125,0
1163,37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,11,3,1,80,1,8,2,1,8,4,7,7,Mid,103.57894736842105,Medium,0.21052631578947367,0.8888888888888888,0
1164,40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,15,3,4,80,0,18,2,2,4,2,3,3,Mid,193.78048780487805,High,0.43902439024390244,0.21052631578947367,1
1165,44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,11,3,3,80,0,14,3,3,10,7,0,2,Senior,127.62222222222222,High,0.3111111111111111,0.6666666666666666,1
1166,48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,25,4,2,80,1,23,3,3,2,2,2,2,Senior,310.2448979591837,Very_High,0.46938775510204084,0.08333333333333333,0
1167,35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,14,3,4,80,2,7,2,2,2,2,2,2,Mid,151.11111111111111,High,0.19444444444444445,0.25,1
1168,24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,13,3,3,80,0,6,2,3,6,3,1,3,Young,150.4,Medium,0.24,0.8571428571428571,1
1169,27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,17,3,1,80,0,5,0,3,3,2,0,2,Young,125.60714285714286,Medium,0.17857142857142858,0.5,0
1170,27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,13,3,3,80,0,6,0,2,4,2,1,2,Young,92.14285714285714,Low,0.21428571428571427,0.5714285714285714,0
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,14,3,2,80,0,10,3,1,4,2,0,3,Mid,52.829268292682926,Low,0.24390243902439024,0.36363636363636365,1
1172,29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,11,3,3,80,0,8,2,3,5,2,1,4,Young,195.63333333333333,High,0.26666666666666666,0.5555555555555556,0
1173,36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,12,3,3,80,2,9,6,3,3,2,0,2,Mid,216.43243243243242,High,0.24324324324324326,0.3,0
1174,25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,17,3,3,80,2,7,6,3,7,7,0,7,Young,200.23076923076923,High,0.2692307692307692,0.875,0
1175,39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,21,4,3,80,0,7,3,3,5,4,1,0,Mid,132.375,High,0.175,0.625,0
1176,49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,16,3,2,80,2,27,2,3,4,2,1,2,Senior,328.26,Very_High,0.54,0.14285714285714285,0
1177,50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,15,3,3,80,3,19,3,3,14,11,1,11,Senior,260.1764705882353,Very_High,0.37254901960784315,0.7,0
1178,20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,19,3,1,80,0,2,3,3,2,2,2,2,Young,132.52380952380952,Low,0.09523809523809523,0.6666666666666666,0
1179,34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,12,3,3,80,1,11,2,3,11,8,7,9,Mid,155.22857142857143,High,0.3142857142857143,0.9166666666666666,0
1180,36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,11,3,3,80,0,15,4,3,4,3,1,3,Mid,54.4054054054054,Low,0.40540540540540543,0.25,0
1181,49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,19,3,2,80,1,30,3,3,15,11,2,12,Senior,279.32,Very_High,0.6,0.4838709677419355,1
1182,36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,15,3,3,80,0,4,6,3,3,2,1,2,Mid,118.21621621621621,Medium,0.10810810810810811,0.6,0
1183,36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,20,4,1,80,1,13,3,3,5,4,0,4,Mid,184.9189189189189,High,0.35135135135135137,0.35714285714285715,0
1184,54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,25,4,3,80,1,36,6,3,10,8,4,7,Old,316.8363636363636,Very_High,0.6545454545454545,0.2702702702702703,0
1185,43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,24,4,1,80,1,14,3,3,14,10,6,11,Senior,400.0681818181818,Very_High,0.3181818181818182,0.9333333333333333,0
1186,35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,24,4,1,80,0,13,2,4,11,9,6,7,Mid,127.25,Medium,0.3611111111111111,0.7857142857142857,1
1187,38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,15,3,4,80,2,19,4,4,13,11,2,9,Mid,121.41025641025641,Medium,0.48717948717948717,0.65,0
1188,29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,13,3,2,80,1,10,3,2,10,0,0,9,Young,139.56666666666666,Medium,0.3333333333333333,0.9090909090909091,1
1189,33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,14,3,3,80,2,6,5,3,6,2,0,4,Mid,161.91176470588235,High,0.17647058823529413,0.8571428571428571,0
1190,32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,13,3,3,80,2,10,4,2,9,5,1,6,Mid,165.75757575757575,High,0.30303030303030304,0.8181818181818182,0
1191,31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,11,3,1,80,2,10,2,3,10,0,0,2,Mid,171.125,High,0.3125,0.9090909090909091,0
1192,49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,16,3,2,80,1,17,2,2,2,2,2,2,Senior,51.74,Low,0.34,0.1111111111111111,1
1193,38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,22,4,2,80,0,4,3,3,4,3,3,3,Mid,62.56410256410256,Low,0.10256410256410256,0.8,0
1194,47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,14,3,3,80,3,29,2,3,3,2,1,2,Senior,332.75,Very_High,0.6041666666666666,0.1,0
1195,49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,14,3,1,80,0,23,2,3,8,7,0,0,Senior,307.58,Very_High,0.46,0.3333333333333333,0
1196,41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,16,3,4,80,0,21,2,3,2,0,0,2,Senior,168.61904761904762,High,0.5,0.09090909090909091,1
1197,20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,11,3,1,80,0,2,3,3,2,2,0,2,Young,129.9047619047619,Low,0.09523809523809523,0.6666666666666666,0
1198,33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,25,4,3,80,1,7,2,3,6,5,1,2,Mid,157.88235294117646,High,0.20588235294117646,0.75,1
1199,36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,14,3,2,80,2,10,2,2,3,2,0,2,Mid,144.51351351351352,High,0.2702702702702703,0.2727272727272727,0
1200,44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,18,3,1,80,3,8,2,3,2,2,2,2,Senior,71.0,Medium,0.17777777777777778,0.2222222222222222,1
1201,23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,11,3,1,80,0,5,2,3,5,4,1,2,Young,166.20833333333334,Medium,0.20833333333333334,0.8333333333333334,1
1202,38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,19,3,4,80,1,7,5,2,0,0,0,0,Mid,84.76923076923077,Medium,0.1794871794871795,0.0,0
1203,53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,15,3,3,80,0,11,2,3,4,3,1,2,Old,129.72222222222223,High,0.2037037037037037,0.3333333333333333,0
1204,48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,11,3,3,80,2,19,3,3,9,7,7,7,Senior,54.183673469387756,Low,0.3877551020408163,0.45,1
1205,32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,12,3,1,80,0,1,2,3,1,0,0,0,Mid,42.21212121212121,Low,0.030303030303030304,0.5,0
1206,26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,20,4,3,80,0,7,5,3,7,7,5,7,Young,95.18518518518519,Low,0.25925925925925924,0.875,0
1207,55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,12,3,4,80,1,8,1,3,4,2,1,2,Old,63.160714285714285,Medium,0.14285714285714285,0.4444444444444444,0
1208,34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,14,3,3,80,1,15,3,4,15,10,4,13,Mid,113.88571428571429,Medium,0.42857142857142855,0.9375,0
1209,60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,20,4,3,80,1,19,2,4,1,0,0,0,Old,178.40983606557376,Very_High,0.3114754098360656,0.05,0
1210,33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,18,3,4,80,3,14,6,3,14,11,2,13,Mid,59.64705882352941,Low,0.4117647058823529,0.9333333333333333,0
1211,37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,14,3,3,80,2,6,2,2,6,3,1,3,Mid,250.6578947368421,Very_High,0.15789473684210525,0.8571428571428571,0
1212,34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,12,3,2,80,0,10,3,3,10,9,8,7,Mid,83.68571428571428,Medium,0.2857142857142857,0.9090909090909091,0
1213,23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,Young,94.79166666666667,Low,0.125,0.75,1
1214,44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,19,3,2,80,1,9,2,3,8,7,6,7,Senior,175.0888888888889,High,0.2,0.8,1
1215,35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,14,3,3,80,0,6,2,4,5,4,1,4,Mid,136.94444444444446,High,0.16666666666666666,0.7142857142857143,1
1216,43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,17,3,1,80,1,10,3,3,10,9,8,8,Senior,178.3409090909091,High,0.22727272727272727,0.9090909090909091,1
1217,24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,16,3,4,80,1,5,1,3,5,3,0,4,Young,176.04,Medium,0.2,0.8333333333333334,0
1218,41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,12,3,2,80,0,10,3,3,10,8,8,7,Senior,220.02380952380952,Very_High,0.23809523809523808,0.9090909090909091,0
1219,29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,17,3,3,80,1,9,2,3,5,3,1,2,Young,99.13333333333334,Medium,0.3,0.5,0
1220,36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,15,3,3,80,0,17,2,2,13,7,6,7,Mid,121.67567567567568,Medium,0.4594594594594595,0.7222222222222222,0
1221,45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,23,4,4,80,1,25,3,2,23,15,14,4,Senior,233.65217391304347,Very_High,0.5434782608695652,0.8846153846153846,0
1222,24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,11,3,3,80,1,1,2,3,1,0,0,0,Young,62.2,Low,0.04,0.5,0
1223,47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,11,3,3,80,0,25,3,1,23,5,14,10,Senior,269.5,Very_High,0.5208333333333334,0.8846153846153846,0
1224,26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,15,3,3,80,3,3,3,4,3,2,0,2,Young,85.37037037037037,Low,0.1111111111111111,0.75,0
1225,45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,Y,11,3,3,80,0,21,2,3,21,6,8,6,Senior,363.1304347826087,Very_High,0.45652173913043476,0.9545454545454546,0
1226,32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,13,3,1,80,1,10,3,2,5,2,1,3,Mid,104.03030303030303,Medium,0.30303030303030304,0.45454545454545453,0
1227,31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,14,3,4,80,1,6,2,4,5,2,0,3,Mid,108.65625,Medium,0.1875,0.7142857142857143,0
1228,41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,19,3,2,80,1,10,4,3,3,2,1,2,Senior,153.0952380952381,High,0.23809523809523808,0.2727272727272727,0
1229,40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,16,3,2,80,1,18,3,3,1,0,0,0,Mid,158.9268292682927,High,0.43902439024390244,0.05263157894736842,1
1230,24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,13,3,2,80,3,6,2,4,6,2,1,2,Young,156.28,Medium,0.24,0.8571428571428571,0
1231,46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,14,3,4,80,0,19,3,3,10,7,0,9,Senior,118.34042553191489,High,0.40425531914893614,0.5,0
1232,35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,16,3,2,80,1,17,3,3,7,7,0,7,Mid,191.19444444444446,High,0.4722222222222222,0.3888888888888889,0
1233,30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,12,3,2,80,1,10,2,2,10,0,0,8,Young,92.3225806451613,Low,0.3225806451612903,0.9090909090909091,0
1234,47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,11,3,4,80,1,4,3,1,1,0,0,0,Senior,103.70833333333333,High,0.08333333333333333,0.2,0
1235,46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,12,3,2,80,1,13,5,2,10,6,0,3,Senior,220.59574468085106,Very_High,0.2765957446808511,0.7142857142857143,1
1236,36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,13,3,2,80,3,16,3,3,2,2,2,2,Mid,165.78378378378378,High,0.43243243243243246,0.11764705882352941,1
