,Unnamed: 0.1,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
1884,323,323,28,1157,2,4,1,440,1,1,84,1,1,4,3464,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,119.44827586206895,0.1724137931034483,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1355,1213,1213,23,427,7,3,1,1702,3,1,99,3,1,4,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,94.79166666666669,0.125,0.75,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1254,440,440,34,988,23,3,1,590,2,0,43,3,3,1,9950,11533,9,Y,15,3,3,80,3,11,2,3,3,2,0,2,284.2857142857143,0.3142857142857143,0.25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,1167,1167,35,763,15,2,1,1645,1,1,59,1,2,4,5440,22098,6,Y,14,3,4,80,2,7,2,2,2,2,2,2,151.11111111111111,0.1944444444444444,0.25,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1335,915,915,21,251,10,2,1,1279,1,0,45,2,1,3,2625,25308,1,Y,20,4,3,80,0,2,2,1,2,2,2,2,119.3181818181818,0.0909090909090909,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1181,975,975,55,267,13,4,1,1372,1,1,85,4,4,3,13695,9277,6,Y,17,3,3,80,0,24,2,2,19,7,3,8,244.55357142857144,0.4285714285714285,0.76,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1971,51,51,28,1434,5,4,1,65,3,1,50,3,1,3,3441,11179,1,Y,13,3,3,80,0,2,3,2,2,2,2,2,118.65517241379312,0.0689655172413793,0.6666666666666666,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1882,366,366,41,143,4,3,1,488,1,1,56,3,2,2,9355,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,222.73809523809524,0.1904761904761904,0.8888888888888888,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1868,127,127,19,528,22,1,1,167,4,1,50,3,1,3,1675,26820,1,Y,19,3,4,80,0,0,2,2,0,0,0,0,83.75,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1249,439,439,31,534,20,3,1,587,1,1,66,3,3,3,9824,22908,3,Y,12,3,1,80,0,12,2,3,1,0,0,0,307.0,0.375,0.0769230769230769,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1429,236,236,33,465,2,2,1,328,1,0,39,3,1,1,2707,21509,7,Y,20,4,1,80,0,13,3,4,9,7,1,7,79.61764705882354,0.3823529411764705,0.6428571428571429,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1652,1444,1444,56,310,7,2,1,2032,4,1,72,3,1,3,2339,3666,8,Y,11,3,4,80,1,14,4,1,10,9,9,8,41.03508771929825,0.2456140350877192,0.6666666666666666,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1290,540,540,28,654,1,2,1,741,1,0,67,1,1,2,2216,3872,7,Y,13,3,4,80,0,10,4,3,7,7,3,7,76.41379310344827,0.3448275862068966,0.6363636363636364,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1327,405,405,25,688,3,3,1,538,1,1,91,3,1,1,4031,9396,5,Y,13,3,3,80,1,6,5,3,2,2,0,2,155.03846153846155,0.2307692307692307,0.2857142857142857,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1938,1205,1205,32,1259,2,4,1,1692,4,1,95,3,1,2,1393,24852,1,Y,12,3,1,80,0,1,2,3,1,0,0,0,42.21212121212121,0.0303030303030303,0.5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
938,1326,1326,32,414,2,4,1,1862,3,1,82,2,2,2,9907,26186,7,Y,12,3,3,80,0,7,3,2,2,2,2,2,300.2121212121212,0.2121212121212121,0.25,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
770,752,752,36,885,16,4,1,1042,3,0,43,4,1,1,2743,8269,1,Y,16,3,3,80,0,18,1,3,17,13,15,14,74.13513513513513,0.4864864864864865,0.8947368421052632,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1894,42,42,26,1357,25,3,1,55,1,1,48,1,1,3,2293,10558,1,Y,12,3,3,80,0,1,2,2,1,0,0,1,84.92592592592592,0.037037037037037,0.5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
300,50,50,48,626,1,2,1,64,1,1,98,2,3,3,5381,19294,9,Y,13,3,4,80,0,23,2,3,1,0,0,0,109.81632653061224,0.4693877551020408,0.0416666666666666,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1339,952,952,31,1060,1,3,1,1331,4,0,54,3,1,2,2302,8319,1,Y,11,3,1,80,0,3,2,4,3,2,2,2,71.9375,0.09375,0.75,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1899,443,443,22,1368,4,1,1,593,3,1,99,2,1,3,3894,9129,5,Y,16,3,3,80,0,4,3,3,2,2,1,2,169.30434782608697,0.1739130434782608,0.4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
858,366,366,41,143,4,3,1,488,1,1,56,3,2,2,9355,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,222.73809523809524,0.1904761904761904,0.8888888888888888,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1456,748,748,26,265,29,2,1,1037,2,1,79,1,2,1,4969,21813,8,Y,18,3,4,80,0,7,6,3,2,2,2,2,184.03703703703704,0.2592592592592592,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1385,725,725,35,622,14,4,1,1010,3,1,39,2,1,2,3743,10074,1,Y,24,4,4,80,1,5,2,1,4,2,0,2,103.97222222222224,0.1388888888888889,0.6666666666666666,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1603,140,140,32,1033,9,3,1,190,1,0,41,3,1,1,4200,10224,7,Y,22,4,1,80,0,10,2,4,5,4,0,4,127.27272727272728,0.303030303030303,0.4545454545454545,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1306,1171,1171,40,1329,7,3,1,1649,1,1,73,3,1,1,2166,3339,3,Y,14,3,2,80,0,10,3,1,4,2,0,3,52.829268292682926,0.2439024390243902,0.3636363636363636,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
146,1033,1033,31,1445,1,5,1,1459,3,0,100,4,3,2,7446,8931,1,Y,11,3,1,80,0,10,2,3,10,8,4,7,232.6875,0.3125,0.9090909090909092,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1782,1056,1056,28,1496,1,3,1,1486,1,1,92,3,1,3,2909,15747,3,Y,15,3,4,80,1,5,3,4,3,2,1,2,100.3103448275862,0.1724137931034483,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1847,171,171,19,602,1,1,1,235,3,0,100,1,1,1,2325,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,116.25,0.05,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1781,363,363,33,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1393,1077,1077,29,224,1,4,1,1522,1,1,100,2,1,1,2362,7568,6,Y,13,3,3,80,0,11,2,1,9,7,0,7,78.73333333333333,0.3666666666666666,0.75,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1523,363,363,33,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1726,591,591,33,118,16,3,1,819,1,0,69,3,2,1,5324,26507,5,Y,15,3,3,80,0,6,3,3,3,2,0,2,156.58823529411765,0.1764705882352941,0.4285714285714285,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
235,236,236,33,465,2,2,1,328,1,0,39,3,1,1,2707,21509,7,Y,20,4,1,80,0,13,3,4,9,7,1,7,79.61764705882354,0.3823529411764705,0.6428571428571429,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1094,370,370,21,156,12,3,1,494,3,0,90,4,1,2,2716,25422,1,Y,15,3,4,80,0,1,0,3,1,0,0,0,123.45454545454544,0.0454545454545454,0.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1231,656,656,32,374,25,4,1,911,1,1,87,3,1,4,2795,18016,1,Y,24,4,3,80,0,1,2,1,1,0,0,1,84.6969696969697,0.0303030303030303,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1872,1332,1332,29,459,24,2,1,1868,4,1,73,2,1,4,2439,14753,1,Y,24,4,2,80,0,1,3,2,1,0,1,0,81.3,0.0333333333333333,0.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1880,0,0,41,1102,1,2,1,1,2,0,94,3,2,4,5993,19479,8,Y,11,3,1,80,0,8,0,1,6,4,0,5,142.6904761904762,0.1904761904761904,0.6666666666666666,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1729,107,107,25,240,5,3,1,142,3,1,46,2,2,3,5744,26959,1,Y,11,3,4,80,0,6,1,3,6,4,0,3,220.92307692307693,0.2307692307692307,0.8571428571428571,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1831,250,250,37,504,10,3,1,342,1,1,61,3,3,3,10048,22573,6,Y,11,3,2,80,2,17,5,3,1,0,0,0,264.42105263157896,0.4473684210526316,0.0555555555555555,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
964,482,482,31,1365,13,4,1,650,2,1,46,3,2,1,4233,11512,2,Y,17,3,3,80,0,9,2,1,3,1,1,2,132.28125,0.28125,0.3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1273,706,706,40,1479,24,3,1,986,2,0,100,4,4,2,13194,17071,4,Y,16,3,4,80,0,22,2,2,1,0,0,0,321.8048780487805,0.5365853658536586,0.0434782608695652,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1581,366,366,41,143,4,3,1,488,1,1,56,3,2,2,9355,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,222.73809523809524,0.1904761904761904,0.8888888888888888,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1555,585,585,23,1243,6,3,1,811,3,1,63,4,1,1,1601,3445,1,Y,21,4,3,80,2,1,2,3,0,0,0,0,66.70833333333333,0.0416666666666666,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1718,51,51,28,1434,5,4,1,65,3,1,50,3,1,3,3441,11179,1,Y,13,3,3,80,0,2,3,2,2,2,2,2,118.65517241379312,0.0689655172413793,0.6666666666666666,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
117,210,210,32,1045,4,4,1,291,4,1,32,1,3,4,10400,25812,1,Y,11,3,3,80,0,14,2,2,14,8,9,8,315.1515151515151,0.4242424242424242,0.9333333333333332,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
781,421,421,29,408,25,5,1,565,3,0,71,2,1,2,2546,18300,5,Y,16,3,2,80,0,6,2,4,2,2,1,1,84.86666666666666,0.2,0.2857142857142857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1308,323,323,28,1157,2,4,1,440,1,1,84,1,1,4,3464,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,119.44827586206895,0.1724137931034483,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1241,1313,1313,29,350,13,3,1,1844,1,1,56,2,1,1,2335,3157,4,Y,15,3,4,80,3,4,3,3,2,2,2,0,77.83333333333333,0.1333333333333333,0.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1635,363,363,33,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1936,797,797,26,1330,21,3,1,1107,1,1,37,3,1,3,2377,19373,1,Y,20,4,3,80,1,1,0,2,1,1,0,0,88.03703703703704,0.037037037037037,0.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1176,1085,1085,31,561,3,3,1,1537,4,0,33,3,1,3,4084,4156,1,Y,12,3,1,80,0,7,2,1,7,2,7,7,127.625,0.21875,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
721,608,608,55,436,2,1,1,842,3,1,37,3,2,4,5160,21519,4,Y,16,3,3,80,0,12,3,2,9,7,7,3,92.14285714285714,0.2142857142857142,0.6923076923076923,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1611,435,435,33,1277,15,1,1,582,2,1,56,3,3,3,13610,24619,7,Y,12,3,4,80,0,15,2,4,7,6,7,7,400.2941176470589,0.4411764705882353,0.4375,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1120,607,607,49,1184,11,3,1,840,3,0,43,3,3,4,7654,5860,1,Y,18,3,1,80,2,9,3,4,9,8,7,7,153.08,0.18,0.9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1287,1271,1271,21,337,7,1,1,1780,2,1,31,3,1,2,2679,4567,1,Y,13,3,2,80,0,1,3,3,1,0,1,0,121.77272727272728,0.0454545454545454,0.5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1786,932,932,29,806,7,3,1,1299,2,0,39,3,1,3,3339,17285,3,Y,13,3,1,80,2,10,2,3,7,7,7,7,111.3,0.3333333333333333,0.6363636363636364,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1689,836,836,29,408,23,1,1,1165,4,0,45,2,3,1,7336,11162,1,Y,13,3,1,80,1,11,3,1,11,8,3,10,244.53333333333333,0.3666666666666666,0.9166666666666666,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1700,831,831,31,874,15,3,1,1160,3,1,72,3,1,3,2610,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,81.5625,0.0625,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1746,997,997,27,135,17,4,1,1405,4,0,51,3,1,3,2394,25681,1,Y,13,3,4,80,0,8,2,3,8,2,7,7,85.5,0.2857142857142857,0.8888888888888888,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1639,1312,1312,31,359,18,5,1,1842,4,1,89,4,1,1,2956,21495,0,Y,17,3,3,80,0,2,4,3,1,0,0,0,92.375,0.0625,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1503,50,50,48,626,1,2,1,64,1,1,98,2,3,3,5381,19294,9,Y,13,3,4,80,0,23,2,3,1,0,0,0,109.81632653061224,0.4693877551020408,0.0416666666666666,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1956,966,966,58,601,7,4,1,1360,3,0,53,2,3,1,10008,12023,7,Y,14,3,4,80,0,31,0,2,10,9,5,9,169.6271186440678,0.5254237288135594,0.3125,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
279,216,216,30,334,26,4,1,299,3,0,52,2,2,1,6696,22967,5,Y,15,3,3,80,0,9,5,2,6,3,0,1,216.0,0.2903225806451613,0.6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1881,1390,1390,28,1404,17,3,1,1960,3,1,32,2,1,4,2367,18779,5,Y,12,3,1,80,1,6,2,2,4,1,0,3,81.62068965517241,0.2068965517241379,0.5714285714285714,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
983,1375,1375,32,238,5,2,1,1939,1,0,47,4,1,3,2432,15318,3,Y,14,3,1,80,0,8,2,3,4,1,0,3,73.6969696969697,0.2424242424242424,0.4444444444444444,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1919,107,107,25,240,5,3,1,142,3,1,46,2,2,3,5744,26959,1,Y,11,3,4,80,0,6,1,3,6,4,0,3,220.92307692307693,0.2307692307692307,0.8571428571428571,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1072,947,947,52,1030,5,3,1,1319,2,1,64,3,3,2,8446,21534,9,Y,19,3,3,80,0,10,2,2,8,7,7,7,159.35849056603774,0.1886792452830188,0.7272727272727273,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
106,749,749,52,266,2,1,1,1038,1,0,57,1,5,4,19845,25846,1,Y,15,3,4,80,1,33,3,3,32,14,6,9,374.4339622641509,0.6226415094339622,0.9411764705882352,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1497,107,107,25,240,5,3,1,142,3,1,46,2,2,3,5744,26959,1,Y,11,3,4,80,0,6,1,3,6,4,0,3,220.92307692307693,0.2307692307692307,0.8571428571428571,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
295,0,0,41,1102,1,2,1,1,2,0,94,3,2,4,5993,19479,8,Y,11,3,1,80,0,8,0,1,6,4,0,5,142.6904761904762,0.1904761904761904,0.6666666666666666,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1943,660,660,58,781,2,1,1,918,4,1,57,2,1,4,2380,13384,9,Y,14,3,4,80,1,3,3,2,1,0,0,0,40.33898305084746,0.0508474576271186,0.25,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1813,720,720,30,138,22,3,1,1004,1,0,48,3,1,3,2132,11539,4,Y,11,3,2,80,0,7,2,3,5,2,0,1,68.7741935483871,0.2258064516129032,0.625,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1501,828,828,18,247,8,1,1,1156,3,1,80,3,1,3,1904,13556,1,Y,12,3,4,80,0,0,0,3,0,0,0,0,100.21052631578948,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1663,952,952,31,1060,1,3,1,1331,4,0,54,3,1,2,2302,8319,1,Y,11,3,1,80,0,3,2,4,3,2,2,2,71.9375,0.09375,0.75,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1466,689,689,20,129,4,3,1,960,1,1,84,3,1,1,2973,13008,1,Y,19,3,2,80,0,1,2,3,1,0,0,0,141.57142857142858,0.0476190476190476,0.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1269,831,831,31,874,15,3,1,1160,3,1,72,3,1,3,2610,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,81.5625,0.0625,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1709,463,463,26,471,24,3,1,622,3,1,66,1,1,4,2340,23213,1,Y,18,3,2,80,0,1,3,1,1,0,0,0,86.66666666666667,0.037037037037037,0.5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1914,1369,1369,28,1475,13,2,1,1933,4,0,84,3,2,3,9854,23352,3,Y,11,3,4,80,0,6,0,3,2,0,2,2,339.7931034482759,0.2068965517241379,0.2857142857142857,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1211,1213,1213,23,427,7,3,1,1702,3,1,99,3,1,4,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,94.79166666666669,0.125,0.75,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
188,1438,1438,23,638,9,3,1,2023,4,1,33,3,1,1,1790,26956,1,Y,19,3,1,80,1,1,3,2,1,0,1,0,74.58333333333333,0.0416666666666666,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1901,689,689,20,129,4,3,1,960,1,1,84,3,1,1,2973,13008,1,Y,19,3,2,80,0,1,2,3,1,0,0,0,141.57142857142858,0.0476190476190476,0.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1423,480,480,30,448,12,4,1,648,2,1,74,2,1,1,2033,14470,1,Y,18,3,3,80,1,1,2,4,1,0,0,0,65.58064516129032,0.032258064516129,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1923,669,669,39,1122,6,3,1,932,4,1,70,3,1,1,2404,4303,7,Y,21,4,4,80,0,8,2,1,2,2,2,2,60.1,0.2,0.2222222222222222,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1350,1110,1110,35,104,2,3,1,1569,1,0,69,3,1,1,2074,26619,1,Y,12,3,4,80,1,1,2,3,1,0,0,0,57.61111111111112,0.0277777777777777,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1215,50,50,48,626,1,2,1,64,1,1,98,2,3,3,5381,19294,9,Y,13,3,4,80,0,23,2,3,1,0,0,0,109.81632653061224,0.4693877551020408,0.0416666666666666,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
234,828,828,18,247,8,1,1,1156,3,1,80,3,1,3,1904,13556,1,Y,12,3,4,80,0,0,0,3,0,0,0,0,100.21052631578948,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1937,479,479,24,1287,7,3,1,647,1,0,55,3,1,3,2886,14168,1,Y,16,3,4,80,1,6,4,3,6,3,1,2,115.44,0.24,0.8571428571428571,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1360,482,482,31,1365,13,4,1,650,2,1,46,3,2,1,4233,11512,2,Y,17,3,3,80,0,9,2,1,3,1,1,2,132.28125,0.28125,0.3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1455,504,504,45,306,26,4,1,684,1,0,100,3,2,1,4286,5630,2,Y,14,3,4,80,2,5,4,3,1,1,0,0,93.17391304347828,0.108695652173913,0.1666666666666666,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1939,1438,1438,23,638,9,3,1,2023,4,1,33,3,1,1,1790,26956,1,Y,19,3,1,80,1,1,3,2,1,0,1,0,74.58333333333333,0.0416666666666666,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1823,913,913,45,1449,2,3,1,1277,1,0,94,1,5,2,18824,2493,2,Y,16,3,1,80,0,26,2,3,24,10,1,11,409.2173913043478,0.5652173913043478,0.8888888888888888,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1681,932,932,29,806,7,3,1,1299,2,0,39,3,1,3,3339,17285,3,Y,13,3,1,80,2,10,2,3,7,7,7,7,111.3,0.3333333333333333,0.6363636363636364,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1702,1298,1298,46,261,21,2,1,1821,4,0,66,3,2,2,8926,10842,4,Y,22,4,4,80,1,13,2,4,9,7,3,7,189.91489361702128,0.2765957446808511,0.6428571428571429,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1180,693,693,36,530,3,1,1,967,3,1,51,2,3,4,10325,5518,1,Y,11,3,1,80,1,16,6,3,16,7,3,7,279.05405405405406,0.4324324324324324,0.9411764705882352,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
